1000
I1;450;675
L1;450;675
M1;410;675
K1;450;675
J1;450;655
I2;50;100
L2;50;100
M2;51;100
K2;50;600
J2;50;150
I3;700;980
L3;700;980
M3;710;980
K3;700;680
J3;700;950
I4;300;480
L4;300;480
M4;310;480
K4;300;680
J4;300;450
I5;800;1100
L5;800;1100
M5;810;1100
K5;800;1600
J5;800;1150
I6;150;300
L6;150;300
M6;110;300
K6;150;600
J6;150;350
I7;600;920
L7;600;920
M7;610;920
K7;600;620
J7;600;950
I8;200;350
L8;200;350
M8;210;350
K8;200;650
J8;200;350
I9;500;750
L9;500;750
M9;510;750
K9;500;650
J9;500;750
I10;350;520
L10;350;520
M10;150;520
K10;350;620
J10;350;550
I11;250;420
L11;250;420
M11;150;420
K11;250;620
J11;250;450
I12;400;580
L12;400;580
M12;100;580
K12;400;680
J12;400;550
I13;550;850
L13;550;850
M13;150;850
K13;550;650
J13;550;850
I14;100;200
L14;100;200
M14;100;200
K14;100;600
J14;100;250
I15;650;950
L15;650;950
M15;150;950
K15;650;650
J15;650;950
I16;750;1050
L16;750;1050
M16;150;1050
K16;750;1650
J16;750;1050
I17;900;1300
L17;900;1300
M17;100;1300
K17;900;1600
J17;900;1350
I18;850;1200
L18;850;1200
M18;150;1200
K18;850;1600
J18;850;1250
I19;720;1020
L19;720;1020
M19;120;1020
K19;720;1620
J19;720;1050
I20;170;250
L20;170;250
M20;170;250
K20;170;650
J20;170;250
I21;520;800
L21;520;800
M21;120;800
K21;520;600
J21;520;850
I22;620;900
L22;620;900
M22;120;900
K22;620;600
J22;620;950
I23;190;270
L23;190;270
M23;190;270
K23;190;670
J23;190;250
I24;800;1150
L24;800;1150
M24;100;1150
K24;800;1650
J24;800;1150
I25;470;690
L25;470;690
M25;170;690
K25;470;690
J25;470;650
I26;280;400
L26;280;400
M26;180;400
K26;280;600
J26;280;450
I27;90;150
L27;90;150
M27;10;150
K27;90;650
J27;90;150
I28;370;550
L28;370;550
M28;170;550
K28;370;650
J28;370;550
I29;110;180
L29;110;180
M29;110;180
K29;110;680
J29;110;150
I30;460;670
L30;460;670
M30;160;670
K30;460;670
J30;460;650
I31;530;810
L31;530;810
M31;130;810
K31;530;610
J31;530;850
I32;390;560
L32;390;560
M32;190;560
K32;390;660
J32;390;550
I33;680;1000
L33;680;1000
M33;180;1000
K33;680;1600
J33;680;1050
I34;130;220
L34;130;220
M34;130;220
K34;130;620
J34;130;250
I35;580;870
L35;580;870
M35;180;870
K35;580;670
J35;580;850
I36;250;430
L36;250;430
M36;150;430
K36;250;630
J36;250;450
I37;600;880
L37;600;880
M37;100;880
K37;600;680
J37;600;850
I38;730;980
L38;730;980
M38;130;980
K38;730;680
J38;730;950
I39;170;320
L39;170;320
M39;170;320
K39;170;620
J39;170;350
I40;460;690
L40;460;690
M40;160;690
K40;460;690
J40;460;650
I41;520;780
L41;520;780
M41;120;780
K41;520;680
J41;520;750
I42;350;530
L42;350;530
M42;150;530
K42;350;630
J42;350;550
I43;290;450
L43;290;450
M43;190;450
K43;290;650
J43;290;450
I44;150;250
L44;150;250
M44;150;250
K44;150;650
J44;150;250
I45;480;700
L45;480;700
M45;180;700
K45;480;600
J45;480;750
I46;650;950
L46;650;950
M46;150;950
K46;650;650
J46;650;950
I47;310;480
L47;310;480
M47;110;480
K47;310;680
J47;310;450
I48;710;980
L48;710;980
M48;110;980
K48;710;680
J48;710;950
I49;230;340
L49;230;340
M49;130;340
K49;230;640
J49;230;350
I50;540;860
L50;540;860
M50;140;860
K50;540;660
J50;540;850
I51;800;1100
L51;800;1100
M51;100;1100
K51;800;1600
J51;800;1150
I52;400;600
L52;400;600
M52;100;600
K52;400;600
J52;400;650
I53;630;920
L53;630;920
M53;130;920
K53;630;620
J53;630;950
I54;370;550
L54;370;550
M54;170;550
K54;370;650
J54;370;550
I55;100;160
L55;100;160
M55;100;160
K55;100;660
J55;100;150
I56;750;1050
L56;750;1050
M56;150;1050
K56;750;1650
J56;750;1050
I57;90;140
L57;90;140
M57;10;140
K57;90;640
J57;90;150
I58;200;300
L58;200;300
M58;100;300
K58;200;600
J58;200;350
I59;660;940
L59;660;940
